PESEL,Date of acceptance to the position,Salary,Education
1071820357,2014-01-25,1320.988,High School Diploma
62110169358,2014-01-25,1446.32,Professional Certification
67020777057,2014-01-25,1299.502,Postgraduate Diploma
30030265250,2014-01-25,1458.136,Certificate Program
44031279857,2014-01-24,8117.45,Associate Degree
82010138612,2014-01-24,6840.93,Professional Certification
36081395153,2014-01-24,7147.12,Postgraduate Diploma
54070436348,2014-01-24,6437.34,Doctorate (PhD)
39022160531,2014-01-24,7367.37,High School Diploma
9111923343,2014-01-24,6262.89,Master's Degree
5021148553,2014-01-24,6474.11,Bachelor's Degree
82012718838,2014-01-24,1408.514,High School Diploma
90112903757,2014-01-24,1495.246,Vocational Training
65100936536,2014-01-24,1195.008,Certificate Program
97083156157,2014-01-24,1303.614,Diploma
93122184932,2014-01-24,1491.16,Postgraduate Diploma
65041695051,2014-01-24,1424.836,Vocational Training
42101329206,2014-01-24,1474.604,Associate Degree
5081627151,2014-01-23,6588.43,High School Diploma
65041418520,2014-01-23,7085.76,Master's Degree
52101764439,2014-01-23,6401.37,Vocational Training
60010831155,2014-01-23,6491.76,Diploma
39121996628,2014-01-23,7002.56,Doctorate (PhD)
36061818858,2014-01-23,8010.65,Doctorate (PhD)
58112428746,2014-01-23,8293.46,High School Diploma
29040592702,2014-01-23,6671.92,Vocational Training
98060800306,2014-01-23,1453.986,Postgraduate Diploma
73031366551,2014-01-22,1835.24,Doctorate (PhD)
70373651,2014-01-22,5668.85,Certificate Program
91120552456,2014-01-22,6424.25,Master's Degree
70102932459,2014-01-22,7360.39,Bachelor's Degree
68121285304,2014-01-22,7194.49,Bachelor's Degree
68092756748,2014-01-22,6866.32,Vocational Training
54091704349,2014-01-22,1170.256,Certificate Program
64013055550,2014-01-22,1455.112,Bachelor's Degree
4100968338,2014-01-21,5858.38,Vocational Training
65031302509,2014-01-21,8163.8,Associate Degree
44081161359,2014-01-21,6686.16,Professional Certification
90894259,2014-01-21,8246.55,Master's Degree
88012244649,2014-01-21,6263.83,High School Diploma
43072456810,2014-01-21,1351.866,Professional Certification
6051630755,2014-01-21,1356.104,Certificate Program
85062945940,2014-01-21,1389.204,Postgraduate Diploma
43062546905,2014-01-20,7368.8,Professional Certification
31110338334,2014-01-20,6402.21,Associate Degree
10092305804,2014-01-20,7608.29,Bachelor's Degree
78031861020,2014-01-20,7032.52,Vocational Training
82080237257,2014-01-20,7976.13,Bachelor's Degree
26032561722,2014-01-20,6957.34,Postgraduate Diploma
34041352655,2014-01-20,7470.5,Professional Certification
51022785857,2014-01-20,6695.99,Certificate Program
50122170129,2014-01-20,1486.272,Diploma
66110195153,2014-01-20,1304.084,High School Diploma
85082482908,2014-01-20,1364.494,Associate Degree
92031990359,2014-01-20,1284.438,Postgraduate Diploma
28013057554,2014-01-20,1681.884,High School Diploma
53091654050,2014-01-20,1310.9,Associate Degree
85032560155,2014-01-19,1300.14,Doctorate (PhD)
88072235605,2014-01-19,6639.76,Postgraduate Diploma
50041215727,2014-01-19,1275.776,Associate Degree
64040637158,2014-01-18,6572.23,Master's Degree
62102378757,2014-01-18,7373.36,Vocational Training
86102035757,2014-01-18,5991.19,Certificate Program
48031574455,2014-01-18,6079.89,Diploma
98021748700,2014-01-18,6088.51,Bachelor's Degree
79030994157,2014-01-18,6187.63,Associate Degree
47042828311,2014-01-18,6729.42,Vocational Training
46111317958,2014-01-18,7421.04,Postgraduate Diploma
6060122102,2014-01-18,7663.48,Associate Degree
8032372506,2014-01-18,8164.06,Doctorate (PhD)
42110612155,2014-01-18,1253.156,Doctorate (PhD)
36031144257,2014-01-18,1141.548,Professional Certification
52091073551,2014-01-17,6775.91,High School Diploma
67082869200,2014-01-17,6192.12,Certificate Program
67080933228,2014-01-17,8150.19,Master's Degree
44123083546,2014-01-17,6681.83,Postgraduate Diploma
32113011037,2014-01-17,6365.87,Professional Certification
71060622044,2014-01-17,7970.78,Master's Degree
64090783052,2014-01-17,6570.48,Postgraduate Diploma
37041689752,2014-01-17,8249.88,Bachelor's Degree
38062408010,2014-01-17,6384.1,Certificate Program
38092275802,2014-01-17,5672.95,Diploma
63090431545,2014-01-17,1482.8,Certificate Program
26060517551,2014-01-17,1353.902,Doctorate (PhD)
69122486152,2014-01-17,1438.38,Associate Degree
90031944057,2014-01-17,1407.646,Diploma
81020639643,2014-01-17,1293.954,Associate Degree
28121447258,2014-01-17,1633.436,Master's Degree
3082887752,2014-01-17,1146.716,Professional Certification
4052947119,2014-01-16,7240.16,Master's Degree
36010996655,2014-01-16,6329.73,Postgraduate Diploma
35032634725,2014-01-16,7378.68,Bachelor's Degree
7122220354,2014-01-16,6473.73,Master's Degree
57041951754,2014-01-16,6627.91,Vocational Training
36112142552,2014-01-16,7213.63,Professional Certification
86021217351,2014-01-16,6480.44,Vocational Training
7091075652,2014-01-16,7479.15,Postgraduate Diploma
81030203900,2014-01-16,7512.99,Doctorate (PhD)
25081652726,2014-01-16,1536.88,Doctorate (PhD)
85091177154,2014-01-16,1463.032,Vocational Training
29041754057,2014-01-16,1316.4,Postgraduate Diploma
77032004359,2014-01-16,1679.408,High School Diploma
63040384725,2014-01-16,1216.552,Postgraduate Diploma
56052739335,2014-01-15,6724.7,Diploma
65120187453,2014-01-15,6059.65,Diploma
88080652951,2014-01-15,6805.87,Certificate Program
96052272904,2014-01-15,7502.36,Master's Degree
97083107252,2014-01-15,8148.79,Master's Degree
86050392535,2014-01-15,1511.642,Associate Degree
30060378256,2014-01-15,1655.748,High School Diploma
72100803757,2014-01-15,1363.59,Postgraduate Diploma
90032372754,2014-01-15,1458.754,Associate Degree
36080146842,2014-01-15,1622.976,Bachelor's Degree
3020643734,2014-01-15,1439.964,Master's Degree
51022893237,2014-01-15,1289.836,Doctorate (PhD)
85013150205,2014-01-15,1422.026,Professional Certification
68022965709,2014-01-15,1501.406,Bachelor's Degree
7062627602,2014-01-14,7552.86,Diploma
33022771047,2014-01-14,7158.16,Bachelor's Degree
4121109046,2014-01-14,6815.78,Professional Certification
98052673853,2014-01-14,7520.9,Vocational Training
60092528055,2014-01-14,5837.18,Vocational Training
84083107306,2014-01-14,8186.97,Associate Degree
90060973752,2014-01-14,1387.648,Vocational Training
60072359813,2014-01-14,1226.056,Certificate Program
79101294355,2014-01-14,1586.766,Bachelor's Degree
33110313825,2014-01-14,1411.886,Professional Certification
43112086115,2014-01-13,5870.69,Certificate Program
80100462911,2014-01-13,7521.63,Diploma
33060945059,2014-01-13,5978.24,Certificate Program
38080906413,2014-01-13,7267.37,Associate Degree
36030215455,2014-01-13,7029.6,Master's Degree
38062317954,2014-01-13,6612.16,Professional Certification
47081456414,2014-01-13,1322.64,Certificate Program
8042139553,2014-01-13,1249.892,Professional Certification
86083036837,2014-01-13,1326.386,High School Diploma
69011433311,2014-01-12,6665.87,Certificate Program
31344740,2014-01-12,7335.63,Diploma
29102091345,2014-01-12,6178.75,Associate Degree
75032924651,2014-01-12,5963.9,Vocational Training
84012528954,2014-01-12,1232.56,Vocational Training
56122245056,2014-01-11,6845.68,Postgraduate Diploma
76081291707,2014-01-11,8145.18,High School Diploma
53060690315,2014-01-11,8113.35,Bachelor's Degree
71031975155,2014-01-11,5963.27,Professional Certification
62040880552,2014-01-11,7524.5,Professional Certification
88120719851,2014-01-11,6402.1,Master's Degree
70051570652,2014-01-11,7246.04,Diploma
71032679621,2014-01-11,7294.14,Vocational Training
64111856750,2014-01-11,6440.22,Diploma
51070380851,2014-01-11,8311.89,Bachelor's Degree
97042159157,2014-01-11,6214.27,Postgraduate Diploma
37011396055,2014-01-11,1465.594,Postgraduate Diploma
78061536455,2014-01-10,7130.62,Associate Degree
58101257603,2014-01-10,7099.91,High School Diploma
40120446151,2014-01-10,7258.22,Professional Certification
43051788255,2014-01-10,6434.36,Vocational Training
33102400854,2014-01-10,6153.78,High School Diploma
27050106746,2014-01-10,6697.98,Diploma
50081915225,2014-01-10,6959.79,Certificate Program
4101540106,2014-01-10,6984.94,Doctorate (PhD)
78051373459,2014-01-10,8014.73,Associate Degree
96070103130,2014-01-10,1432.068,Doctorate (PhD)
94031470857,2014-01-10,1615.854,Associate Degree
57071700153,2014-01-10,1512.226,Diploma
53010462852,2014-01-09,7330.3,High School Diploma
40100166505,2014-01-09,6477.24,Professional Certification
9121224148,2014-01-09,7183.29,High School Diploma
92051843307,2014-01-09,7318,Certificate Program
80040373155,2014-01-09,6490.71,Vocational Training
70020770029,2014-01-09,7020.49,Bachelor's Degree
43042111857,2014-01-09,1365.294,Doctorate (PhD)
98072750051,2014-01-09,1392.408,Master's Degree
26122166042,2014-01-08,6202.04,High School Diploma
42050120107,2014-01-08,6907.41,Certificate Program
26071210751,2014-01-08,6763.47,Bachelor's Degree
27051012655,2014-01-08,6126.1,Postgraduate Diploma
36070900917,2014-01-08,7009.8,Bachelor's Degree
7120361851,2014-01-08,6732.58,Certificate Program
58123057456,2014-01-08,6674.14,Certificate Program
38042096855,2014-01-08,7084.35,Diploma
55041992319,2014-01-08,1249.294,Vocational Training
64072312850,2014-01-08,1316.954,Vocational Training
28041091753,2014-01-08,1396.438,Professional Certification
56112528053,2014-01-08,1244.226,Certificate Program
30012379540,2014-01-08,1164.642,Vocational Training
4022400754,2014-01-07,7504.87,Master's Degree
6121866709,2014-01-07,7399.43,Vocational Training
79051641340,2014-01-07,6114.31,Professional Certification
62022293736,2014-01-07,7482.35,Diploma
97031466806,2014-01-07,7324.29,Bachelor's Degree
92033091454,2014-01-07,1458.206,Vocational Training
63050971456,2014-01-07,1270.744,Diploma
77061978702,2014-01-07,1201.494,Postgraduate Diploma
35011034104,2014-01-07,1478.792,Diploma
32032405753,2014-01-06,6586.92,Associate Degree
69032709754,2014-01-06,6990.68,Master's Degree
28080700056,2014-01-06,5749.87,Diploma
4102637533,2014-01-06,6842.36,Associate Degree
6121117751,2014-01-06,7834.29,Associate Degree
61100134851,2014-01-06,1285.57,Diploma
84011171559,2014-01-06,1338.304,Vocational Training
3070704926,2014-01-06,1311.444,High School Diploma
1111217257,2014-01-06,1326.594,Diploma
3021089357,2014-01-06,1462.382,High School Diploma
50011185940,2014-01-06,1601.63,Doctorate (PhD)
45052935902,2014-01-05,6184.61,Bachelor's Degree
61111486231,2014-01-05,8257.68,Doctorate (PhD)
72120676353,2014-01-05,6343.4,High School Diploma
37072098136,2014-01-05,6140.33,Certificate Program
57102959057,2014-01-05,7377.78,Professional Certification
3061329453,2014-01-05,1337.728,Bachelor's Degree
54072712651,2014-01-05,1325.872,Postgraduate Diploma
80091881704,2014-01-04,7161.21,High School Diploma
9092705509,2014-01-04,5929.19,Postgraduate Diploma
40021778159,2014-01-04,6390.49,Master's Degree
7051106518,2014-01-04,5834.81,Vocational Training
94100613253,2014-01-04,6618.67,Bachelor's Degree
39031735357,2014-01-04,7250.06,Master's Degree
94100809205,2014-01-04,6204.67,Associate Degree
44052005651,2014-01-04,6958.4,High School Diploma
57022844853,2014-01-04,1457.832,Master's Degree
40072316445,2014-01-04,1272.74,Certificate Program
51111768932,2014-01-04,1391.584,Master's Degree
40100720059,2014-01-04,1371.568,Vocational Training
33012770106,2014-01-04,1269.784,Bachelor's Degree
55011729059,2014-01-04,1335.806,Certificate Program
40072525106,2014-01-03,7531.25,Certificate Program
40051738457,2014-01-03,6700.14,Master's Degree
71112976439,2014-01-03,7868.73,Associate Degree
30091158906,2014-01-03,7654.5,Associate Degree
91030197521,2014-01-03,7213.26,Associate Degree
46020227755,2014-01-03,7356.72,Vocational Training
49041290706,2014-01-03,6175.48,Postgraduate Diploma
49081261351,2014-01-03,6988.34,Master's Degree
28062312752,2014-01-03,6510.11,Postgraduate Diploma
47061957951,2014-01-03,7162.98,Certificate Program
99011039620,2014-01-03,7222.88,Master's Degree
76041106308,2014-01-03,7345.25,Certificate Program
6030281752,2014-01-03,1158.322,Certificate Program
98020765957,2014-01-03,1384.244,High School Diploma
82033136046,2014-01-03,1312.688,Bachelor's Degree
41072250755,2014-01-03,1244.146,Diploma
91121666435,2014-01-03,1279.002,Doctorate (PhD)
76061203557,2014-01-03,1539.006,Doctorate (PhD)
33031394941,2014-01-02,1648.31,Bachelor's Degree
4071699453,2014-01-02,6789.13,Doctorate (PhD)
63121272242,2014-01-02,6915.34,Vocational Training
39040798954,2014-01-02,7614.35,Master's Degree
31121865342,2014-01-02,6737.23,Postgraduate Diploma
50052006141,2014-01-02,7949.51,Doctorate (PhD)
59060884251,2014-01-02,6324.41,Diploma
40688947,2014-01-02,7854.36,High School Diploma
41071542855,2014-01-02,6663.12,Diploma
92051261200,2014-01-02,1470.556,Doctorate (PhD)
4011538956,2014-01-02,1314.146,Master's Degree
4092527041,2014-01-02,1228.046,Vocational Training
95032696651,2014-01-02,1235.914,Vocational Training
76040868353,2014-01-01,6181.55,Bachelor's Degree
40033015844,2014-01-01,8076.46,Master's Degree
52011165733,2014-01-01,6569.25,Certificate Program
44110708654,2014-01-01,7325.78,Vocational Training
37100892653,2014-01-01,6219.83,Diploma
59103087719,2014-01-01,6306.51,Postgraduate Diploma
62111019553,2014-01-01,6387.07,Diploma
40121928021,2014-01-01,5962.8,Certificate Program
60021626559,2014-01-01,7205.79,Certificate Program
87052283258,2014-01-01,5878.35,Certificate Program
55052306307,2014-01-01,7248.06,Professional Certification
96120806420,2014-01-01,1431.894,Postgraduate Diploma
80060712057,2014-01-01,1459.594,Master's Degree
37120750029,2014-01-01,1555.36,High School Diploma
3121654754,2014-01-01,1451.406,Vocational Training
53012448812,2014-01-01,1222.576,Doctorate (PhD)
86032752001,2014-01-01,1359.126,Postgraduate Diploma
62020653154,2013-12-31,6400.38,Certificate Program
72012806558,2013-12-31,6752.64,Master's Degree
87041568104,2013-12-31,6490.26,Postgraduate Diploma
71032129515,2013-12-31,1245.422,Certificate Program
5070235338,2013-12-31,1467.444,Doctorate (PhD)
28031320546,2013-12-31,1191.76,Professional Certification
6110973454,2013-12-31,1224.792,Bachelor's Degree
80021943025,2013-12-31,1301.654,Postgraduate Diploma
32890745,2013-12-30,8212.14,Doctorate (PhD)
46061101049,2013-12-30,7206.82,Associate Degree
72021258258,2013-12-30,7361.03,Certificate Program
83071493816,2013-12-30,7904.56,Master's Degree
76080870154,2013-12-30,7583.82,Vocational Training
35102369858,2013-12-30,7569.06,Postgraduate Diploma
25111759658,2013-12-30,7396.24,Associate Degree
80120597150,2013-12-30,7950.93,Master's Degree
30051361940,2013-12-30,1491.142,Associate Degree
5022099650,2013-12-29,7100.23,Vocational Training
37043096710,2013-12-29,6182.55,Doctorate (PhD)
86090914522,2013-12-29,7153.28,Master's Degree
83082376618,2013-12-29,6918.41,Doctorate (PhD)
65052908546,2013-12-29,8017.21,Master's Degree
77010621255,2013-12-29,7566.08,Master's Degree
39051795456,2013-12-29,6420.31,Certificate Program
81071437726,2013-12-29,8328.33,Doctorate (PhD)
36020529704,2013-12-29,1263.454,Diploma
58101089754,2013-12-29,1300.372,Doctorate (PhD)
45120831804,2013-12-29,1440.706,Professional Certification
3091985919,2013-12-29,1541.75,Master's Degree
83072816430,2013-12-29,1336.09,High School Diploma
51062319634,2013-12-28,6876.64,Professional Certification
83010585350,2013-12-28,7482.54,High School Diploma
76092588016,2013-12-28,7052.01,Bachelor's Degree
36071650651,2013-12-28,7144.07,Diploma
79031871747,2013-12-28,6914.73,Certificate Program
88101251635,2013-12-28,7174.27,High School Diploma
88032960802,2013-12-28,7071.97,Postgraduate Diploma
30052730008,2013-12-28,8078.7,High School Diploma
47112267204,2013-12-28,6130.18,Doctorate (PhD)
53026325,2013-12-28,1489.028,Diploma
63062684856,2013-12-28,1142.968,Diploma
95062097059,2013-12-28,1352.93,Doctorate (PhD)
92052672430,2013-12-28,1246.99,High School Diploma
61081786724,2013-12-27,7089.5,Vocational Training
63112514054,2013-12-27,6465.75,High School Diploma
40022432951,2013-12-27,6863.07,Professional Certification
72020636044,2013-12-27,7954.71,Doctorate (PhD)
53032560253,2013-12-27,6168.02,Bachelor's Degree
93032663150,2013-12-27,6965.89,Master's Degree
82121285058,2013-12-27,1418.512,Certificate Program
45052086004,2013-12-27,1425.66,Diploma
72040554715,2013-12-27,1148.082,Postgraduate Diploma
65080873359,2013-12-27,1699.134,Master's Degree
41070549907,2013-12-27,1681.014,Doctorate (PhD)
2011430353,2013-12-27,1311.648,Master's Degree
6053117056,2013-12-27,1491.188,Certificate Program
36082332113,2013-12-26,7369.42,Associate Degree
97010619654,2013-12-26,6479.58,Master's Degree
49102878654,2013-12-26,7837.86,Master's Degree
44031536419,2013-12-26,6548.1,Certificate Program
38052077158,2013-12-26,8251.02,Master's Degree
75082604222,2013-12-26,1213.772,Vocational Training
26012128352,2013-12-26,1378.284,Certificate Program
49032617354,2013-12-26,1178.004,Professional Certification
39020458034,2013-12-25,7120.09,Bachelor's Degree
85082637049,2013-12-25,6142.92,Doctorate (PhD)
55070144512,2013-12-25,5954.14,Certificate Program
90050196358,2013-12-25,8332.73,Bachelor's Degree
54032742212,2013-12-25,6125.63,Associate Degree
96052287025,2013-12-25,7384.74,Master's Degree
52011997952,2013-12-25,6480.94,High School Diploma
92052026406,2013-12-25,6549.5,Certificate Program
58052896959,2013-12-25,7183.02,High School Diploma
93120413452,2013-12-25,6887.03,Professional Certification
51120931918,2013-12-25,1653.022,Master's Degree
56110814158,2013-12-25,1522.016,Associate Degree
66082988755,2013-12-25,1304.552,Diploma
5031833050,2013-12-25,1271.768,Professional Certification
45020613551,2013-12-24,7311.71,Master's Degree
57110217644,2013-12-24,7200.53,Associate Degree
66101461159,2013-12-24,8146.52,Bachelor's Degree
66061228931,2013-12-24,1484.87,Vocational Training
86010167311,2013-12-24,1300.044,Certificate Program
92032327307,2013-12-24,1215.532,Professional Certification
9083096254,2013-12-24,1636.116,Associate Degree
82611422,2013-12-23,7764.08,Doctorate (PhD)
89082686300,2013-12-23,6561.12,High School Diploma
56061245119,2013-12-23,6674.67,Doctorate (PhD)
98052692155,2013-12-23,8117.94,Bachelor's Degree
79032242524,2013-12-23,6211.38,Bachelor's Degree
67070104254,2013-12-23,1639.824,Bachelor's Degree
48010742952,2013-12-23,1248.538,Master's Degree
44093050357,2013-12-23,1232.842,Doctorate (PhD)
34030612623,2013-12-22,6472.6,Bachelor's Degree
92042293438,2013-12-22,5933.91,Professional Certification
53072422113,2013-12-22,6862.26,Diploma
42011976451,2013-12-22,7116.83,Doctorate (PhD)
61071751354,2013-12-22,5919.06,Certificate Program
62071093240,2013-12-22,8107.52,Master's Degree
9120808651,2013-12-22,1165.448,Diploma
5011539558,2013-12-22,1507.126,Postgraduate Diploma
83091182745,2013-12-22,1172.178,Diploma
1111017000,2013-12-22,1452.886,Professional Certification
89041245405,2013-12-21,6553.41,Bachelor's Degree
57052542150,2013-12-21,6554.09,Postgraduate Diploma
8072858352,2013-12-21,6373.61,Postgraduate Diploma
40111505054,2013-12-21,8362.5,Master's Degree
98071611856,2013-12-21,5867.59,Vocational Training
71122553853,2013-12-21,6533.76,Associate Degree
33011287256,2013-12-21,7821.73,Bachelor's Degree
80120390951,2013-12-21,5940.24,Certificate Program
72100632058,2013-12-21,6244.31,Vocational Training
37071808532,2013-12-21,1423.38,Associate Degree
2061050608,2013-12-21,1465.536,Diploma
58030510958,2013-12-21,1522.108,Vocational Training
69052984056,2013-12-20,1693.22,Vocational Training
35012384420,2013-12-20,6185.24,Vocational Training
1071926510,2013-12-20,7756.6,High School Diploma
82110787932,2013-12-20,7584,Professional Certification
46072325050,2013-12-20,6099.44,Postgraduate Diploma
71090951954,2013-12-20,7178.97,Master's Degree
70102493101,2013-12-20,7145.77,Professional Certification
59021504039,2013-12-20,7322.62,Doctorate (PhD)
33110581132,2013-12-20,6241.03,Diploma
6091742751,2013-12-20,1266.948,Certificate Program
53041484227,2013-12-20,1607.606,Associate Degree
91120304459,2013-12-20,1165,Postgraduate Diploma
54112492552,2013-12-20,1357.794,Professional Certification
93041892253,2013-12-20,1274.424,Master's Degree
77041455751,2013-12-19,5825.66,Vocational Training
81121177510,2013-12-19,5837.55,Diploma
6092644724,2013-12-19,6613.84,Postgraduate Diploma
82070744152,2013-12-19,6030.65,Diploma
29061538053,2013-12-19,7861.43,Master's Degree
45031718829,2013-12-19,6214.71,Doctorate (PhD)
32102948623,2013-12-19,5828.02,Professional Certification
69072171407,2013-12-19,6981.52,Bachelor's Degree
97052579206,2013-12-19,1264.696,Associate Degree
37111645053,2013-12-19,1561.312,Doctorate (PhD)
84081450512,2013-12-19,1499.404,Professional Certification
86042453514,2013-12-19,1279.486,Associate Degree
25050996158,2013-12-19,1272.324,High School Diploma
78031956302,2013-12-19,1366.606,Professional Certification
80021215821,2013-12-19,1310.898,Diploma
5070246936,2013-12-18,6830.13,Certificate Program
34110360459,2013-12-18,5868.01,Professional Certification
1033130928,2013-12-18,6207,Associate Degree
8031785655,2013-12-18,6247.95,Bachelor's Degree
92051063123,2013-12-18,6788.08,Certificate Program
29090718444,2013-12-18,6918.12,Associate Degree
58082431128,2013-12-18,1529.84,Associate Degree
4051295855,2013-12-18,1158.318,Professional Certification
76061130136,2013-12-18,1642.718,Doctorate (PhD)
66081813555,2013-12-18,1452.408,Postgraduate Diploma
67123086142,2013-12-18,1291.09,High School Diploma
60110815408,2013-12-18,1211.952,Diploma
3100586153,2013-12-17,7950.75,High School Diploma
48070379604,2013-12-17,7267.78,High School Diploma
79031208352,2013-12-17,6834.74,Vocational Training
38033029152,2013-12-17,6826.14,Associate Degree
38040791554,2013-12-17,7229.91,Certificate Program
87061556651,2013-12-17,7347.51,Bachelor's Degree
75122817151,2013-12-17,6610.75,Professional Certification
45080816356,2013-12-17,1145.416,Postgraduate Diploma
27102285452,2013-12-16,730.75,Vocational Training
53010936159,2013-12-16,642.74,Master's Degree
73010839009,2013-12-16,7745.96,High School Diploma
98031660634,2013-12-16,6610.31,High School Diploma
80120626308,2013-12-16,7337.12,Bachelor's Degree
38032632137,2013-12-16,7670.66,Doctorate (PhD)
28011994657,2013-12-16,7387.72,High School Diploma
57021451238,2013-12-16,6856.95,Associate Degree
51011386751,2013-12-16,1343.96,Associate Degree
60062812252,2013-12-16,1515.338,Bachelor's Degree
80052533750,2013-12-16,1315.184,Diploma
76082232556,2013-12-16,1218.606,Professional Certification
49081580210,2013-12-16,1312.64,Postgraduate Diploma
95120411539,2013-12-15,8340.74,Master's Degree
57070337923,2013-12-15,7422.11,Doctorate (PhD)
66082029854,2013-12-15,7170.14,Professional Certification
31072140411,2013-12-15,6962.92,High School Diploma
77020164300,2013-12-15,6179.6,Vocational Training
87062543319,2013-12-15,6896.5,Postgraduate Diploma
31122175031,2013-12-14,6176.52,Certificate Program
57033024820,2013-12-14,8132.19,Associate Degree
78102561523,2013-12-14,6624.98,Professional Certification
95012830154,2013-12-14,1426.702,Vocational Training
57102199558,2013-12-14,1432.14,Vocational Training
28051144438,2013-12-14,1647.338,Master's Degree
36013061259,2013-12-13,6561.62,Certificate Program
79111175644,2013-12-13,6309.04,Professional Certification
2092635953,2013-12-13,6542.33,High School Diploma
28041150351,2013-12-13,6588.41,High School Diploma
33050442418,2013-12-13,7584.23,Certificate Program
72022557929,2013-12-13,6376.07,Vocational Training
34032969426,2013-12-13,8064.6,Bachelor's Degree
33120771912,2013-12-13,6188.49,High School Diploma
80080329556,2013-12-13,1469.874,Diploma
68102401055,2013-12-13,1252.676,Master's Degree
88051053451,2013-12-13,1552.648,Master's Degree
34031144703,2013-12-13,1189.464,Diploma
43070838359,2013-12-13,1635.194,Master's Degree
3042166950,2013-12-12,657.69,Vocational Training
8031776608,2013-12-12,5942.08,Diploma
35041277113,2013-12-12,6610.51,Vocational Training
69101321250,2013-12-12,5998.49,Diploma
43072317355,2013-12-12,6694.86,Postgraduate Diploma
37060779353,2013-12-12,6406.75,High School Diploma
48010567836,2013-12-12,6809.36,Vocational Training
61091179259,2013-12-12,1287.742,Master's Degree
60111548354,2013-12-12,1360.44,Diploma
31062028453,2013-12-12,1304.968,Professional Certification
55021737433,2013-12-12,1327.06,Diploma
77091668558,2013-12-11,7680.45,Master's Degree
28082958822,2013-12-11,693.27,Vocational Training
70122853321,2013-12-11,7578.5,High School Diploma
82072146754,2013-12-11,7621.59,Associate Degree
3051536654,2013-12-11,7122.24,Postgraduate Diploma
40061303111,2013-12-11,7337.73,Doctorate (PhD)
46062085445,2013-12-11,1434.296,Diploma
87053065112,2013-12-10,7252.79,Postgraduate Diploma
61051675140,2013-12-10,7011.6,Diploma
67030866617,2013-12-10,6267.03,Master's Degree
6052074550,2013-12-10,7452.19,Doctorate (PhD)
66041180901,2013-12-10,1376.576,Doctorate (PhD)
60030381959,2013-12-10,1422.556,Certificate Program
64071976701,2013-12-10,1646.054,High School Diploma
69030403032,2013-12-10,1251.448,Professional Certification
62060562733,2013-12-09,5890.96,Vocational Training
41040668715,2013-12-09,7504.93,Vocational Training
10070568144,2013-12-09,5922.9,Postgraduate Diploma
74070110626,2013-12-09,6251.74,Professional Certification
99103042657,2013-12-09,7289.66,Associate Degree
25032256153,2013-12-09,7788.95,Master's Degree
26110762652,2013-12-09,8162.2,Master's Degree
94040381559,2013-12-09,5950.06,Vocational Training
55041329627,2013-12-09,1263.294,Postgraduate Diploma
71042763446,2013-12-09,1685.5,Master's Degree
72061461054,2013-12-09,1379.662,Diploma
9120120803,2013-12-09,1368.208,Postgraduate Diploma
35122291755,2013-12-08,7811.68,Associate Degree
79101986421,2013-12-08,6258.57,Master's Degree
38080429455,2013-12-08,5869.04,Certificate Program
80080982818,2013-12-08,7411.17,Professional Certification
59073143943,2013-12-08,7064.9,Diploma
67060261958,2013-12-08,7997.48,High School Diploma
31033080657,2013-12-08,5767.58,Vocational Training
49033056451,2013-12-08,1402.704,High School Diploma
64032909852,2013-12-08,1389.694,Master's Degree
1100973809,2013-12-08,1156.252,Professional Certification
70051127830,2013-12-08,1474.546,Bachelor's Degree
33030409404,2013-12-08,1212.892,Vocational Training
48051496939,2013-12-07,7435.92,Associate Degree
67110123805,2013-12-07,7898.99,Doctorate (PhD)
83013034455,2013-12-07,6967.22,Diploma
35041863033,2013-12-07,6291.74,Associate Degree
62101867230,2013-12-07,8507.47,Bachelor's Degree
70082052532,2013-12-07,5881.57,Postgraduate Diploma
60031958453,2013-12-07,6476.2,Vocational Training
88030961126,2013-12-07,1434.21,Doctorate (PhD)
52052625654,2013-12-07,1451.574,Postgraduate Diploma
95021639236,2013-12-07,1241.07,Associate Degree
6052410129,2013-12-07,1496.576,Diploma
70101085127,2013-12-06,7549.04,Vocational Training
90121532650,2013-12-06,1513.55,High School Diploma
30121246034,2013-12-06,8235.31,Master's Degree
4062373755,2013-12-06,7411.69,Doctorate (PhD)
86112696056,2013-12-06,5854.22,Professional Certification
101444754,2013-12-06,6833.26,Diploma
96051812220,2013-12-06,8485.55,Doctorate (PhD)
29123192955,2013-12-06,1274.302,Vocational Training
73072351853,2013-12-06,1288.092,Professional Certification
58091667754,2013-12-06,1323.322,Vocational Training
87033138449,2013-12-06,1589.126,Doctorate (PhD)
58112183458,2013-12-06,1419.39,Vocational Training
32021920728,2013-12-05,6755.79,Certificate Program
58041732851,2013-12-05,7264.68,Vocational Training
36070785110,2013-12-05,7025.21,Diploma
25120301802,2013-12-05,8507.28,Master's Degree
78061977616,2013-12-05,8478.57,High School Diploma
56040722022,2013-12-05,6248.1,Master's Degree
74101320543,2013-12-05,7425.85,Associate Degree
71898304,2013-12-05,7694.85,Doctorate (PhD)
52031096257,2013-12-05,1652.222,Associate Degree
27083160151,2013-12-05,1377.518,Doctorate (PhD)
70011176502,2013-12-05,1496.956,Master's Degree
50100483942,2013-12-05,1479.2,Diploma
31083005653,2013-12-05,1373.132,Vocational Training
52081072313,2013-12-04,7683.4,Associate Degree
