PESEL,Date of acceptance to the position,Salary,Education
54022115954,2011-08-11,9595.96,Professional Certification
93041438956,2013-03-20,9902.77,Vocational Training
26093046127,2010-09-01,10096.01,Professional Certification
3073044926,2012-11-04,10891.01,High School Diploma
55081616053,2018-09-29,6662.55,Diploma
31033080657,2013-12-08,7815.07,Vocational Training
68121704557,2019-09-15,6226.38,Master's Degree
32113067755,2012-03-11,9254.19,Certificate Program
71011335852,2017-10-05,6864.96,Master's Degree
45122180159,2018-12-28,6151.81,Diploma
9051613753,2011-08-05,9785.92,Master's Degree
75123144959,2012-01-16,9969.16,High School Diploma
53030412057,2018-05-20,6745.69,Diploma
58022559307,2011-06-10,9261.43,High School Diploma
10020740545,2017-02-21,7712.04,Vocational Training
88070413351,2017-06-16,7116.2,Vocational Training
98102895600,2014-05-11,8530.03,Master's Degree
58010364357,2013-07-29,8070.85,Diploma
4030888436,2019-02-28,6476.64,Master's Degree
5100393658,2014-10-01,9643.91,Doctorate (PhD)
70062083752,2011-05-20,10388.52,High School Diploma
33041265053,2016-05-31,7629.75,Postgraduate Diploma
52100972824,2014-10-28,8681.61,Postgraduate Diploma
9103080359,2011-07-28,9635.2,High School Diploma
5030727222,2015-01-15,9332.63,Doctorate (PhD)
99081198454,2017-05-07,7069.53,Doctorate (PhD)
97080364254,2014-09-25,8651.69,Vocational Training
74030576150,2015-06-27,8571.25,Professional Certification
60070837256,2010-08-26,10484.71,Master's Degree
85031942839,2013-05-05,9473.09,Professional Certification
4101540106,2014-01-10,9068.52,Doctorate (PhD)
45050711351,2018-11-08,6736.53,Diploma
70092642600,2011-09-15,10635.79,High School Diploma
89102430256,2015-09-24,8638.16,Associate Degree
40040431404,2013-06-19,9193.05,Postgraduate Diploma
33100856039,2014-12-11,8267.13,Bachelor's Degree
85020838408,2019-03-27,6417.87,Master's Degree
41033078026,2014-06-28,9993.91,Master's Degree
55072154728,2018-08-05,6444.56,Diploma
73030459252,2015-06-12,7199.17,Diploma
79012267356,2013-10-05,8834.83,Doctorate (PhD)
35081249233,2019-09-21,6039.46,Bachelor's Degree
78102885852,2019-12-17,6049.2,Diploma
31032839818,2016-03-04,7984.51,High School Diploma
97011112118,2017-02-23,7069.56,Diploma
29081484455,2017-04-14,7327.45,Doctorate (PhD)
61042033906,2013-02-03,10575.8,Doctorate (PhD)
40080163958,2013-02-01,9598.03,Master's Degree
87060842342,2014-12-02,8840.44,Certificate Program
49051176717,2015-03-23,7907.71,Vocational Training
72121600652,2010-03-12,10988.69,Diploma
56102594035,2015-01-08,8288.21,Professional Certification
40030110245,2016-12-15,7072.18,Postgraduate Diploma
49030962258,2019-02-27,6152.46,Diploma
43021450735,2013-04-19,8415.91,Professional Certification
29011476242,2017-04-15,7042.86,Diploma
74021245959,2012-10-03,8839.35,Master's Degree
98040488858,2013-06-08,8754.11,Certificate Program
34121181858,2016-06-07,7393.15,Associate Degree
43051613054,2010-09-30,10354.03,High School Diploma
74123111257,2018-02-13,6892.5,High School Diploma
43022708516,2016-06-29,8401.55,High School Diploma
56091631915,2016-04-05,8047.86,Vocational Training
47032988759,2011-09-25,11506.09,Bachelor's Degree
90050588157,2014-08-24,8174.11,Bachelor's Degree
88111260409,2019-10-26,6192.4,Doctorate (PhD)
41090278524,2014-07-13,9074.03,Doctorate (PhD)
90042555022,2014-08-24,9797.84,Doctorate (PhD)
68051200947,2019-09-20,6125.43,Associate Degree
69122190530,2018-04-11,6478.44,Postgraduate Diploma
64021323553,2011-01-26,10782.54,Diploma
54102436106,2012-05-25,10284.36,Professional Certification
32091479144,2012-12-11,9968.51,Certificate Program
90022752137,2012-01-22,11231.39,Bachelor's Degree
85020888359,2016-10-26,7839.2,Doctorate (PhD)
40080293213,2018-11-13,6519.55,Vocational Training
61110173235,2011-12-07,11096.07,Doctorate (PhD)
56061811958,2014-07-14,8856.77,Bachelor's Degree
7060844359,2015-09-28,7405.66,Vocational Training
93050331909,2012-08-04,9512.73,Associate Degree
61062648557,2019-09-04,5992.12,Vocational Training
27111988555,2017-10-31,6656.7,Diploma
75040123954,2016-08-21,7732.12,Certificate Program
86091096623,2018-01-21,7329.73,Bachelor's Degree
31012449651,2011-02-15,9091.14,Bachelor's Degree
87122307958,2015-08-16,8168.87,Master's Degree
30022048656,2011-03-29,9452.01,Postgraduate Diploma
53110509349,2014-09-16,9099.45,Postgraduate Diploma
89022337422,2017-09-08,7717.7,Associate Degree
62112753427,2011-06-27,10530.07,Vocational Training
63112408751,2014-01-28,8638.33,Certificate Program
98111063254,2016-06-04,7458.67,Doctorate (PhD)
43071922653,2014-04-08,10088.85,High School Diploma
36052265153,2019-11-27,6177.31,Master's Degree
2020194752,2013-11-01,9315.94,Master's Degree
99121841854,2011-08-18,9419.44,Postgraduate Diploma
39070835540,2019-11-13,5960.13,Associate Degree
39011845058,2017-09-25,7633.2,Doctorate (PhD)
51051140258,2017-06-18,6942.32,Certificate Program
30072637154,2017-04-04,7268.52,Associate Degree
39032028654,2019-03-21,6417.95,Associate Degree
81052029359,2011-10-28,9240.9,Vocational Training
80112330257,2012-12-04,9707.16,Master's Degree
50050661353,2015-09-11,9009.24,Doctorate (PhD)
93090119659,2010-04-09,10042.98,Vocational Training
88083097755,2011-06-01,9590.56,Vocational Training
77060913526,2012-12-25,8535.81,Diploma
27071665350,2014-07-02,7487.52,Professional Certification
9072965455,2018-07-18,6880.09,Certificate Program
10030380915,2016-04-14,8331.65,Bachelor's Degree
48061293551,2010-09-12,9531.75,Master's Degree
41100878032,2013-01-08,9636.58,Associate Degree
2022291051,2012-08-30,8323.31,Vocational Training
91122530043,2014-09-04,8199.16,Master's Degree
60070725834,2017-11-29,6862.33,Diploma
83112111952,2018-08-08,6440.67,Bachelor's Degree
60053073925,2016-02-03,7256.44,Vocational Training
78063012229,2011-12-02,10324.99,Postgraduate Diploma
75031107738,2016-07-06,7668.15,Certificate Program
84060719212,2010-05-24,9336.41,High School Diploma
28100909726,2014-09-05,8676.09,Diploma
26121170941,2010-04-25,11077.16,Master's Degree
4092846207,2016-01-05,7579.32,Professional Certification
57021782543,2014-01-25,8322.61,Certificate Program
90071010925,2017-05-19,6788.5,Postgraduate Diploma
29080634042,2017-01-07,6908.4,Vocational Training
57050795031,2017-10-24,6972.77,Postgraduate Diploma
76011954250,2017-10-07,6580.69,Postgraduate Diploma
98052445357,2012-12-07,9422.84,Bachelor's Degree
96051654350,2010-03-31,10751.62,Master's Degree
51111416057,2014-05-23,7999.17,Bachelor's Degree
62061843004,2014-07-03,8248.2,Diploma
44040475217,2012-01-31,10026.28,Master's Degree
33062757850,2017-12-22,6409.95,Professional Certification
96030913838,2017-06-18,7008.07,Professional Certification
6071539605,2018-10-08,6584.8,Master's Degree
96091272442,2012-03-09,10588.62,Bachelor's Degree
73030287057,2014-09-07,8333.78,Professional Certification
96060671850,2010-10-18,9580.49,Professional Certification
31101036551,2013-10-23,7703.29,Professional Certification
79110651954,2012-03-06,8915.6,Professional Certification
40021920853,2018-05-12,6516.24,Doctorate (PhD)
97061649954,2012-03-02,9782.4,Professional Certification
90013017757,2014-09-18,9719.9,Master's Degree
63040962750,2014-09-23,8632.67,Vocational Training
95032770144,2014-07-16,9462.96,Associate Degree
93040989453,2019-07-09,6211.34,Associate Degree
7021151751,2010-12-06,11184.09,Postgraduate Diploma
43011756731,2016-09-03,7284.46,Professional Certification
64021135912,2017-07-26,7220.48,Bachelor's Degree
64122529210,2015-03-08,8198.2,Master's Degree
57120562202,2010-10-07,12148.41,High School Diploma
92011013940,2014-02-04,8522.83,Diploma
93031965352,2019-08-25,6079.14,Certificate Program
85061096050,2012-12-22,9645.71,Doctorate (PhD)
34021094557,2010-02-07,11851.08,Doctorate (PhD)
80092711651,2019-06-04,6089.58,Certificate Program
31062835657,2016-09-07,7675.12,Associate Degree
82041368853,2019-09-04,6156.98,Vocational Training
61071898404,2014-03-06,8196.74,Master's Degree
46110802956,2014-10-13,9011.29,Doctorate (PhD)
31051114002,2018-04-23,6959.78,Certificate Program
38122922748,2018-11-13,6626.38,Master's Degree
66082110453,2018-08-09,6345.97,Diploma
95112532714,2012-04-30,8943.86,High School Diploma
94040705014,2015-11-08,8450.09,Postgraduate Diploma
5011633658,2010-11-03,11603.1,Associate Degree
67111319054,2011-05-21,11021.08,Associate Degree
34090754750,2013-09-21,8208.43,Vocational Training
56062074327,2019-02-04,6445.43,Bachelor's Degree
86050494756,2012-12-21,10963.5,Master's Degree
90092851352,2013-12-04,7885.56,Professional Certification
25092688349,2012-03-12,9336.79,Vocational Training
60100572500,2012-01-10,10239.01,Vocational Training
39042872858,2013-01-23,8032.85,Diploma
50111247551,2016-10-17,8196.79,Associate Degree
88072994656,2014-06-28,8363.27,Postgraduate Diploma
50071115952,2016-02-15,7276.69,Vocational Training
51051205753,2010-01-15,9500.99,Certificate Program
31060486053,2013-02-22,8814.64,Associate Degree
3073188356,2012-08-14,9330.4,Master's Degree
38070304951,2014-07-23,8601.51,Vocational Training
62080386441,2011-05-28,10899.39,High School Diploma
58100249511,2018-11-03,6445.52,Master's Degree
25051596449,2011-06-29,11293.42,Bachelor's Degree
71112710103,2016-12-23,7418.77,Vocational Training
61100845151,2013-11-16,10005.67,High School Diploma
34020981326,2015-12-09,7499.49,High School Diploma
2030448951,2016-04-11,8124.72,High School Diploma
62091696834,2016-07-10,6901.3,Vocational Training
3062738346,2018-03-28,6950.03,Doctorate (PhD)
37020565655,2017-05-24,7419.42,Certificate Program
69091220241,2010-07-24,10814.45,Bachelor's Degree
52043079208,2014-06-05,8763.5,High School Diploma
31062429803,2011-11-08,10166.34,Master's Degree
6021574300,2013-04-04,9980.08,Diploma
57122075454,2014-06-04,8415.76,Bachelor's Degree
11683726,2019-03-05,6461.49,High School Diploma
67012958640,2016-02-13,8178.68,Master's Degree
6112570130,2013-02-12,9543.97,Master's Degree
71031126056,2013-08-08,9111.29,Postgraduate Diploma
76111780612,2013-04-27,8598.28,Professional Certification
28062489832,2011-01-19,10882.25,Associate Degree
75082782405,2012-05-25,10450.13,Associate Degree
51072597037,2016-11-09,6902.64,Certificate Program
10032022152,2014-12-03,8066.31,Associate Degree
9052340955,2013-03-24,8926.95,Vocational Training
54112597059,2016-09-02,7871.49,Postgraduate Diploma
2011160054,2010-07-27,11403.25,Diploma
26082543334,2015-12-29,8487.66,Associate Degree
99092384147,2013-10-10,10176.15,Doctorate (PhD)
59040595610,2010-03-01,9860.09,Professional Certification
2073124951,2016-06-02,7507.37,High School Diploma
8060822440,2015-11-05,7202.84,Diploma
53060134316,2018-01-11,6946.04,Diploma
86102369843,2012-01-27,10459.2,Doctorate (PhD)
79052247859,2010-11-08,11039.35,Certificate Program
65062995152,2015-12-13,7755.91,High School Diploma
84032185618,2018-11-13,6728.35,Doctorate (PhD)
44080844929,2017-12-20,6872.87,Master's Degree
82258058,2017-03-03,7580.18,Associate Degree
68070477652,2010-06-09,10380.76,Diploma
57073154219,2011-05-08,8393.62,Vocational Training
2053014140,2014-10-31,7602.41,Vocational Training
48061624443,2015-11-14,7707.11,High School Diploma
1102649827,2011-03-06,8376.69,Certificate Program
91061905056,2011-07-01,10269.4,Postgraduate Diploma
51022785857,2014-01-20,8702.66,Certificate Program
49031204559,2017-09-25,6827.63,Professional Certification
97111359954,2016-12-11,6946.38,Professional Certification
53081361928,2016-05-27,7766.04,Doctorate (PhD)
90091719659,2016-09-05,7182.65,High School Diploma
48041269310,2013-03-03,9718.43,Doctorate (PhD)
65101437852,2018-07-17,6746.87,Vocational Training
76093099045,2013-01-30,8977.88,Certificate Program
68011609957,2019-04-10,6225.55,Postgraduate Diploma
52021684222,2010-10-12,9228.86,Master's Degree
1092212850,2016-11-21,7082.04,Associate Degree
46060477659,2013-01-18,10174.95,Associate Degree
87121521427,2014-06-30,7847.49,Certificate Program
90030848659,2012-04-19,11132.98,Associate Degree
74082129009,2015-03-15,8805.57,Bachelor's Degree
1083021252,2018-07-05,6770.74,Doctorate (PhD)
4071996611,2014-11-01,9656.98,Master's Degree
32092065742,2010-01-28,13108.91,Bachelor's Degree
26082018656,2017-12-17,7201.27,Bachelor's Degree
77012762505,2018-12-30,6464.45,Bachelor's Degree
58041671954,2019-07-29,6332.24,Diploma
72122817051,2015-11-30,7911.11,High School Diploma
84083107306,2014-01-14,10232.09,Associate Degree
54063018359,2014-03-08,8352.26,Diploma
76041106308,2014-01-03,9417.78,Certificate Program
91091499352,2010-04-23,10091.41,Diploma
58032827308,2014-05-08,8901.62,Postgraduate Diploma
33031941419,2018-12-27,6418.61,Bachelor's Degree
77102166059,2013-02-20,11076.17,Bachelor's Degree
31070839654,2015-11-14,7621.73,High School Diploma
83052260411,2014-02-07,7850.33,Diploma
54061841731,2010-10-06,8688.1,Professional Certification
39022707358,2010-03-19,10691.6,Associate Degree
87051531833,2017-04-05,7867.07,Bachelor's Degree
58081909659,2012-02-10,10623.23,Professional Certification
57112604002,2011-10-31,9866.63,Professional Certification
97022150828,2019-09-16,6344.84,Vocational Training
87031267149,2019-03-22,6333.53,Certificate Program
51102125544,2017-12-21,6905.65,Professional Certification
75032700350,2012-08-17,9935.26,Vocational Training
92081598057,2017-08-31,7909.58,Bachelor's Degree
44091299033,2013-11-23,10149.29,Doctorate (PhD)
70052792745,2010-07-08,9440.36,Professional Certification
36081341345,2018-12-30,6396.59,Vocational Training
54062948550,2011-03-18,11465.98,Master's Degree
87070399715,2015-06-07,8323.41,Master's Degree
50010878827,2018-05-18,6362.09,Certificate Program
78111063133,2014-12-21,7881.42,Bachelor's Degree
8082882516,2011-09-16,9206.98,Professional Certification
68091177850,2017-10-05,7496.82,High School Diploma
6013090250,2012-01-09,8742.76,Certificate Program
43050852340,2015-01-12,8717.36,High School Diploma
5040299931,2016-01-27,7993.25,High School Diploma
7051617517,2014-10-05,7976.91,Postgraduate Diploma
63100985659,2016-02-17,8224.08,Associate Degree
64091891042,2011-11-04,9299.03,High School Diploma
48052707155,2013-08-09,10481.64,High School Diploma
45091251726,2012-09-13,10808.34,Doctorate (PhD)
86051200651,2018-05-12,6864.86,Master's Degree
91061185658,2013-09-02,9745.09,Certificate Program
91043090037,2010-02-08,10291.77,Professional Certification
66090923007,2018-11-06,6696.98,Associate Degree
83090783534,2018-08-04,6766.52,Doctorate (PhD)
10062308057,2012-01-20,9919.0,Bachelor's Degree
59052043716,2017-10-31,6908.04,Vocational Training
5021148553,2014-01-24,8354.2,Bachelor's Degree
42110481137,2017-07-07,7366.57,Doctorate (PhD)
9040414958,2016-03-13,8329.14,Master's Degree
82042541655,2011-11-12,11824.18,Associate Degree
88020636915,2017-12-18,6781.12,Doctorate (PhD)
33120771912,2013-12-13,8105.65,High School Diploma
88052075359,2014-08-09,8577.56,Vocational Training
46091238953,2015-11-14,7767.17,Professional Certification
54111886453,2017-12-08,7038.78,Master's Degree
47042156555,2015-07-04,8302.37,Master's Degree
39092455357,2018-11-15,6472.05,Professional Certification
65050562153,2010-10-19,12173.71,High School Diploma
88012787434,2016-09-23,6867.58,Professional Certification
80090562723,2018-11-05,6411.05,Certificate Program
80060495749,2018-02-11,6640.25,Doctorate (PhD)
95021841525,2012-04-15,10238.36,Professional Certification
3042904741,2016-01-26,7878.8,Certificate Program
2081454510,2016-01-02,7278.21,Certificate Program
36050928124,2019-02-16,6208.11,Diploma
97062422253,2012-11-20,9461.51,High School Diploma
71021754511,2019-04-21,6309.14,High School Diploma
82111616130,2013-10-09,8143.87,Certificate Program
88051503949,2010-07-06,9305.71,Professional Certification
97042159157,2014-01-11,8413.21,Postgraduate Diploma
50080137853,2018-09-29,6396.9,Professional Certification
41061417051,2018-02-11,6774.35,Doctorate (PhD)
58083002107,2019-11-23,6012.93,Doctorate (PhD)
9033030705,2019-11-28,5888.37,Bachelor's Degree
2013089913,2012-11-25,9885.39,Diploma
68031687906,2014-07-13,8614.14,Certificate Program
40081849956,2010-10-12,10303.11,Professional Certification
6020149804,2018-10-10,6547.19,Vocational Training
57092449215,2016-06-23,7338.19,Master's Degree
40032849141,2017-12-11,7166.06,Professional Certification
58021786537,2015-12-30,8594.2,Doctorate (PhD)
72101737455,2013-08-15,10328.92,Associate Degree
53022526027,2013-06-18,7850.12,Certificate Program
31033152152,2017-02-23,7343.51,Vocational Training
98111581253,2018-09-16,6580.42,Diploma
47042222115,2016-02-16,8014.86,Diploma
10101425758,2012-05-06,9771.88,Certificate Program
1041901554,2016-11-06,6896.24,Diploma
64122956610,2010-02-01,12445.57,High School Diploma
71041375055,2010-08-01,10834.82,Doctorate (PhD)
37021423707,2016-04-05,8054.21,Master's Degree
99121360557,2011-06-24,10780.11,High School Diploma
37041177547,2012-08-19,8857.14,Professional Certification
59050956922,2014-05-14,7406.1,Postgraduate Diploma
63011581951,2019-10-20,6073.41,Bachelor's Degree
80111571859,2013-03-09,8933.51,Certificate Program
38020121528,2010-04-01,11267.22,Vocational Training
36082415803,2019-06-26,6402.87,Certificate Program
54081896719,2017-07-19,7182.95,Associate Degree
82091146313,2014-07-25,9087.91,Certificate Program
39060701952,2010-08-20,11392.77,Diploma
47063020455,2014-06-10,9061.82,Postgraduate Diploma
82121558855,2014-09-25,8664.1,High School Diploma
52080932445,2013-08-09,8546.84,Associate Degree
32012611136,2019-09-15,5955.46,Professional Certification
39112078537,2016-08-25,7396.68,Diploma
60090318753,2013-04-20,9128.34,Master's Degree
95061165827,2019-06-30,6006.55,Professional Certification
47112267204,2013-12-28,8020.55,Doctorate (PhD)
76020292833,2017-11-01,7358.63,Master's Degree
62090819944,2012-03-23,8738.15,Vocational Training
30031849020,2014-04-12,8570.41,Vocational Training
73120568123,2019-03-22,6263.72,Postgraduate Diploma
92080467952,2017-08-08,6859.87,Diploma
35091718451,2012-05-05,10399.54,High School Diploma
33080175535,2016-06-03,7386.36,Bachelor's Degree
37031420415,2010-09-05,10730.3,Professional Certification
86111007202,2018-09-25,6645.25,Diploma
47092722238,2014-12-31,7912.86,Professional Certification
41032802859,2018-03-10,6526.11,Vocational Training
26040120151,2010-03-03,10611.72,Master's Degree
27041210816,2017-09-15,7027.85,Associate Degree
81090173009,2010-03-17,9633.01,Professional Certification
3083030753,2011-10-13,9287.64,High School Diploma
70122439545,2017-06-15,7247.76,Diploma
54110402953,2014-06-03,8793.33,Doctorate (PhD)
26122530250,2016-05-01,7210.54,Professional Certification
62092127234,2011-04-08,11238.3,Master's Degree
93100907555,2010-09-14,11382.78,Diploma
9061171717,2019-05-01,6292.7,Postgraduate Diploma
36050682743,2013-09-19,8841.15,Master's Degree
46050442555,2012-03-22,9717.9,Diploma
7111977928,2019-06-10,6118.36,Doctorate (PhD)
1072334426,2011-09-27,11194.36,Bachelor's Degree
80030778157,2014-07-26,8623.26,Professional Certification
43122041751,2014-02-23,9950.02,High School Diploma
68041089150,2018-01-09,7419.01,Bachelor's Degree
78040341250,2018-03-17,6516.86,Certificate Program
31012494422,2017-05-19,7121.29,Bachelor's Degree
96032216229,2017-08-15,7657.25,Doctorate (PhD)
48051793951,2019-06-29,6137.75,Master's Degree
87062923953,2017-04-26,7109.41,Postgraduate Diploma
58040799659,2018-02-09,6915.19,Associate Degree
3100814656,2012-11-08,9388.79,Vocational Training
56090645814,2016-10-24,7463.18,Vocational Training
32101618952,2010-11-25,12641.0,Doctorate (PhD)
55041586817,2019-05-19,6397.76,Certificate Program
62030331156,2010-10-25,10071.49,Certificate Program
78062684744,2016-03-20,8760.55,Bachelor's Degree
53113054259,2019-06-01,6266.6,Master's Degree
78032317032,2018-08-31,6941.65,Professional Certification
50101468315,2013-10-10,10719.33,Master's Degree
38021215655,2013-11-11,8556.1,Certificate Program
68032381236,2010-04-03,11199.7,Postgraduate Diploma
98051740156,2013-01-07,8649.14,High School Diploma
80050558609,2017-06-03,7020.93,Vocational Training
38030755852,2017-01-21,7154.21,High School Diploma
69032825340,2010-12-25,9145.7,Postgraduate Diploma
60031125929,2013-11-16,9044.95,Associate Degree
52061716927,2014-03-09,8684.87,Doctorate (PhD)
31012744152,2019-07-05,6335.21,Vocational Training
47060345559,2016-01-24,8053.96,Diploma
32082573105,2012-12-05,10043.85,Associate Degree
48072894349,2010-05-12,10252.68,Professional Certification
33102468201,2015-04-16,8065.05,Associate Degree
62082358954,2014-12-05,9848.65,Master's Degree
10060293054,2018-05-25,6514.18,High School Diploma
77041339950,2011-06-12,12399.37,Master's Degree
97090269147,2016-07-16,7836.53,Postgraduate Diploma
93103097853,2013-03-16,8423.33,Certificate Program
45050738316,2011-12-20,10583.14,Certificate Program
40090847352,2019-12-28,5895.26,Professional Certification
36081379045,2010-07-29,9702.26,Vocational Training
48010567836,2013-12-12,9004.22,Vocational Training
83052226514,2011-08-08,9455.27,Doctorate (PhD)
32011831755,2016-09-28,7615.41,Master's Degree
38121791257,2011-12-15,9539.91,High School Diploma
27071139626,2018-10-20,6579.79,High School Diploma
8082331355,2019-04-28,6288.47,Doctorate (PhD)
26112056805,2018-03-02,6495.66,High School Diploma
49051270404,2015-08-05,8390.22,Diploma
83021968959,2010-06-14,10882.03,Certificate Program
1061975117,2012-05-03,10294.2,Certificate Program
2111144758,2012-09-11,8921.65,Certificate Program
69062838738,2014-12-26,8169.91,Diploma
83030597623,2013-08-07,9383.83,Certificate Program
86051879745,2012-06-13,9197.37,Doctorate (PhD)
51060817714,2010-09-19,11387.69,Associate Degree
44112605348,2017-04-02,7227.39,Vocational Training
96122635057,2012-08-29,11226.61,Bachelor's Degree
75081666650,2014-11-06,7460.94,Vocational Training
73111138230,2011-06-09,10147.42,Bachelor's Degree
86020447515,2010-01-10,10229.12,Diploma
53101943419,2017-03-16,6961.86,Doctorate (PhD)
28090997918,2011-12-16,9943.1,High School Diploma
41092217202,2018-10-16,6599.56,Professional Certification
62755959,2018-04-21,7067.41,Diploma
41071404254,2011-08-31,10146.14,Associate Degree
77051701822,2013-10-08,9841.74,High School Diploma
38100911607,2012-09-09,9874.38,Doctorate (PhD)
70082332353,2013-01-14,10806.08,High School Diploma
67101497205,2018-04-25,6452.77,Diploma
10060508336,2012-12-26,8497.66,Vocational Training
74123186659,2017-10-03,6797.18,Diploma
29022481554,2013-05-16,9417.61,Vocational Training
72110299858,2014-07-19,8518.02,Associate Degree
48012450745,2015-08-03,8291.09,Doctorate (PhD)
35041445246,2019-10-13,5998.25,High School Diploma
31021165227,2013-04-28,7954.17,Diploma
27091945937,2017-09-08,6935.28,Certificate Program
96051812220,2013-12-06,10560.44,Doctorate (PhD)
51102991042,2016-05-26,8446.45,Master's Degree
86061409945,2011-10-07,9661.41,Vocational Training
63062628753,2016-04-04,8075.04,Diploma
71080428437,2017-03-10,7914.28,Doctorate (PhD)
63082680915,2017-10-19,6611.47,Diploma
40102153545,2014-11-28,8104.74,Vocational Training
39110611550,2018-09-09,7040.94,High School Diploma
31061048337,2016-04-27,7391.09,High School Diploma
36102508720,2014-05-26,9090.68,Doctorate (PhD)
57081422656,2014-03-15,9354.96,Professional Certification
3081424433,2015-08-11,8487.43,Certificate Program
66071297253,2011-01-27,12273.99,Master's Degree
86102727250,2017-06-26,6918.81,Postgraduate Diploma
78051373459,2014-01-10,9909.47,Associate Degree
98102061243,2016-07-23,7439.33,Vocational Training
61051133325,2010-07-29,9841.14,Associate Degree
75123142445,2013-02-27,8636.2,Master's Degree
67011058440,2011-04-13,12499.38,High School Diploma
88050955105,2012-05-13,8865.12,Doctorate (PhD)
63050617521,2013-01-17,10367.1,Master's Degree
41101227712,2014-12-15,7680.04,High School Diploma
6020340946,2017-03-26,8025.63,High School Diploma
44042171234,2012-03-01,10527.9,Bachelor's Degree
62031347055,2019-03-11,6206.04,Diploma
27121765232,2010-06-04,9650.95,Certificate Program
74021122724,2013-04-09,8408.89,Certificate Program
84042636955,2018-10-28,6661.42,Master's Degree
89031662634,2019-12-01,6204.92,Bachelor's Degree
82030225509,2015-11-13,7281.95,Certificate Program
33041300552,2018-08-23,6879.25,Doctorate (PhD)
56080505050,2012-08-03,11171.87,Doctorate (PhD)
99101367651,2010-02-04,10890.73,Associate Degree
88111939750,2011-07-30,11438.08,Bachelor's Degree
74101051153,2011-01-18,11542.23,Master's Degree
77010864728,2018-05-26,6771.12,Doctorate (PhD)
86030923740,2013-03-10,9289.72,Doctorate (PhD)
30050560555,2011-01-31,10658.49,Certificate Program
96071530829,2015-04-09,8576.04,Vocational Training
63020598250,2012-06-30,8885.14,Diploma
81050392455,2012-09-23,9788.47,Bachelor's Degree
66071873057,2011-09-11,10364.12,Postgraduate Diploma
46041525434,2017-02-25,6911.33,Certificate Program
7040987953,2018-10-28,6478.91,Doctorate (PhD)
25090631905,2015-04-01,7675.3,Associate Degree
80100565522,2015-01-04,8780.73,Doctorate (PhD)
38011858354,2011-05-17,11492.83,High School Diploma
26093066956,2010-04-29,11003.55,Associate Degree
45072354839,2013-03-26,8361.53,Master's Degree
88082966643,2019-07-22,6285.19,Master's Degree
41100401630,2016-12-11,8276.68,Doctorate (PhD)
68081725915,2012-07-29,9704.66,Diploma
50020673751,2016-04-30,8052.88,Diploma
1061472959,2014-06-24,7905.8,Vocational Training
44101241126,2016-09-28,7069.22,Postgraduate Diploma
56031800159,2016-06-19,7147.05,Master's Degree
82050466355,2018-01-29,7199.66,Vocational Training
43062150928,2013-11-30,8705.22,High School Diploma
38022169458,2019-01-30,6433.94,Postgraduate Diploma
7052120951,2018-10-08,6875.2,High School Diploma
69091610123,2014-08-04,8789.36,Vocational Training
59030331507,2011-02-27,11403.41,Bachelor's Degree
32122454452,2014-09-07,8033.3,Associate Degree
66061954355,2010-11-07,11257.52,Associate Degree
58042661059,2019-02-18,6414.37,Bachelor's Degree
43030309758,2019-07-12,6214.68,Vocational Training
75083045154,2011-04-19,9274.93,High School Diploma
33011653053,2014-08-24,7971.98,Diploma
76080662951,2019-10-19,6199.38,High School Diploma
70120396255,2019-10-24,6163.96,Associate Degree
71092361335,2010-09-09,10093.42,Bachelor's Degree
98101469226,2010-09-24,11004.71,High School Diploma
85061836805,2018-03-25,6826.21,Master's Degree
66061060719,2011-07-17,10524.86,Certificate Program
45081100753,2012-02-11,10313.47,Doctorate (PhD)
96081395850,2017-09-26,6928.17,Vocational Training
85122434858,2017-01-26,6915.42,Professional Certification
46080953502,2014-12-03,7921.74,Master's Degree
64112524153,2015-11-07,8110.08,Professional Certification
49090138651,2018-08-01,7033.58,Associate Degree
90020952850,2017-06-11,6708.97,Vocational Training
93112304559,2010-01-15,13226.81,Doctorate (PhD)
65102671943,2014-05-24,9944.3,High School Diploma
5060496750,2019-09-15,6160.53,Associate Degree
65072070128,2019-10-22,6167.74,Postgraduate Diploma
98072613420,2017-10-16,7769.43,High School Diploma
69090967455,2011-08-14,8908.43,Bachelor's Degree
34072732543,2014-07-31,8610.03,Master's Degree
66121278959,2016-08-15,7417.88,Master's Degree
48100935057,2011-01-01,10443.85,Certificate Program
49031629152,2013-02-26,8288.39,Postgraduate Diploma
44072033957,2016-04-09,7656.74,Doctorate (PhD)
79120597154,2014-03-13,7895.81,Diploma
32101575240,2016-01-22,8302.94,Master's Degree
28053159250,2018-03-16,7039.78,Bachelor's Degree
64012526008,2015-03-30,7925.51,Vocational Training
1010442253,2019-03-06,6359.22,Vocational Training
5011499856,2011-05-09,11339.17,Doctorate (PhD)
85082950650,2017-01-22,7829.38,Associate Degree
1030908100,2011-03-30,11315.5,Postgraduate Diploma
3041715353,2012-12-23,8778.49,Vocational Training
42031520713,2013-11-03,10159.12,Master's Degree
85060994502,2011-01-25,12501.24,Bachelor's Degree
41081588441,2015-10-04,8221.0,High School Diploma
55042681450,2011-05-24,10624.28,Diploma
88052163450,2017-10-07,6614.57,Certificate Program
95040617156,2017-09-03,6790.92,Diploma
87041568104,2013-12-31,8615.15,Postgraduate Diploma
